ID;Descrição;Preço em R$
272;HD Western Digital 2TB Purple Surveillance, 3.5, SATA 3 - WD22PURZ;444,55
273;HD Seagate 4TB Exos, 7200 RPM, Cachê 128MB, 3.5, SATA, 6GB/s, Para Servidor;2.294,15
274;HD Western Digital 500GB Blue, Para Notebook;325,00
275;Case Externo Para Hd/ssd 2.5 Sata 3 Usb 3.0  Kp-hd003 Knup;99,82
276;Dock Station Blacx 3.5'' Docking Usb3.0 Single Bay St0005u-c;295,08
277;Case Para HD FY, USB 2.0, SATA 2.5, Para Notebook, Em Alumínio;29,90
278;HD Seagate 18TB Externo One Touch, 7200 RPM, 2.5, USB 3.0 - STLC18000402;3.389,55
279;Case Para Ssd M2 M.2 Satellite Ax-203s Usb 3.0 Até 6 Gbps - Preto;86,60
280;HD SSD M.2 Hikvision 256GB HD-SSD-e100n 256GB;125,04
281;HD Externo Seagate 6TB Expansion, USB 3.0 - STEB6000403;989,70
282;HD Seagate 4TB Barracuda, 3.5, SATA - ST4000DM004;854,99
283;Gaveta Notebook para HD 2.5, Case Caddy, Sata 9.5 Mm - Hdca-s095;28,50
284;HD Seagate Savvio, 600GB - St9600205ss;799,00
285;Hd 1tb Seagate Skyhawk Sata De 6 Gb/s 5,6 W St1000vx005;369,49
286;Storage Qnap 4GB, NAS, Intel Celeron J4025, 2.7Ghz, DDR4, Torre 2x Baias, Sem HD, RJ45, Gigabit, USB 3.2 - TS-251D-4G-US;3.618,06
287;HD Dell Equallogic, 600GB, 2.5 6 gbps Sas, Pn 07149n, 7149n, St9600205ss;1.315,60
288;Hd SSD Nvme M.2 Hikvision 1tb Hs,SSD - e1000/1024g;739,69
289;Case Para HD FY, Para Notebook, SATA De 2.5, USB 2.0, Em Alumínio;29,90
290;Storage Asustor 1GB DDR4 Drivestor PRO, NAS, Realtek RTD1296, 1.4Ghz - AS1104T;3.652,36
291;HD Seagate 6TB IronWolf, NAS, 5400 RPM, Cachê 256MB, SATA 3 - ST6000VN001;1.547,99
292;Storage Synology, NAS, Para 5 HDs, Padrão Desktop, Sem HDs - DS1517;13.196,00
293;HD Western Digital, 22TB, WD Purple Pro, 7200RPM, 3.5 Pol, SATA 3 - WD221PURP;4.097,28
294;HD Servidor Seagate Hp, Dell, Lenovo, IBM, 600GB, 15k, 3.5 SAS, Enterprise - St3600057ss;529,00
295;HD Seagate 8TB IronWolf PRO, NAS, 7200 RPM, 256MB, SATA - ST8000NE001;2.021,73
296;HD Seagate, 300GB, Cheetah 15k.7 - St3300657ss;680,80
297;Case Para HD Multi Externo, 2.5, USB - GA115;194,90
298;Case Para HD Orico, SATA 2.5, USB 3.0, Preto - 2189U3;163,71
299;Case HD Notebook SSD Sata 2.5 USB 3.0 Protocolo Uasp Note Pc;24,89
300;"Case De Gaveta USB 3.0, Para HDD 2.5"" Sata Slim, Externo, Blister, Exbom, Cghd-30";49,90
301;HD Interno Western Digital 10TB Purple PRO, 7200 RPM, 256MB, SATA 3 - WD101PURP;2.022,99
302;"Case C3tech Para HD 2.5"", USB 2.0, Ch-200 - Preto";40,66
303;HD Western Digital 8TB Purple PRO, 7200 RPM, Cachê 256MB, 3.5, SATA - WD8001PURP;2.392,09
304;Case para HD F3 Externo, Sata 2.5, USB 3.0, Até 4TB, Preto;37,55
305;Hd Interno Nas Synology 16tb Enterprise 3.5 Polegadas, Sata 6gbs 7200rpm - HAT5300-16T;5.999,00
306;Storage Qnap 8GB, NAS, AMD Ryzen Embedded V1500B, 2.2Ghz, SODIMM DDR4, Torre 4x Baias, Sem HD - TS-473A-8G-US;6.630,58
307;Case Externa Para HD Exbom Slim Ext, 2.5pol, USB 3.0, SATA;45,10
308;Gaveta Para Hd/ssd 2.5, Sata, Usb 3.0, Cp25-30 - Vinik;59,85
309;Storage Asustor As6004u, 4x Baias, 1x USB 3.0 Type B;2.500,25
310;Storage Asustor 2GB DDR4 Drivestor PRO, NAS, Quad Core 1.4Ghz, Realtek RTD1296 - AS3304T;4.055,14
311;"Case Transparente Para HD Sata 2.5"", HHD Ou SSD, USB 3.0, Transmissão 6 GPBs";44,90
312;HD Gamer 18TB Seagate Servidor Exos X18, SAS 12GB, 7200 RPM, 256MB, 512E, 4KN, 3.5 - ST18000NM005J;3.088,75
313;Adaptador Caddy Gt-dh02 - Para SSD Ou HDD De Notebook - 12,7mm - Goldentec 39889;29,90
314;Gaveta HD Mymax Externo Nimble, 2.5pol, USB 3.0 - Menc-bs-u23t-bk;52,71
315;Case Estojo Vention Bag Eva, Para HD Externo, Powerbank;36,46
316;Storage Asustor Lockerstor, NAS, Intel Atom C3538 2.10GHz, 8GB DDR4 SODIMM, Rack 1U, 4 Baias - AS6504RS;7.128,42
317;HD Seagate 18TB Exos X20 Servidor, SAS, 7200 RPM, 256MB, 12GB/s, 512E, 4KN - ST18000NM000D;3.127,50
318;HD Lenovo 480GB DCG, SATA, SFF, S4510 - 4XB7A10248;772,43
319;Dock Station Orico, Clone Offline para Nvme M.2 SSD, 2 Entradas, Cinza - M2P2-C3-C;998,90
320;HD Seagate 1TB IronWolf, NAS, 5900 RPM, Cachê 64MB - ST1000VN002;558,84
321;Storage Nas Asustor, Lockerstor 4rd Intel Atom C3538 8Gb, So-dimm 4 Baias Rack 1u - As6504rd;10.330,08
322;HD Seagate, 900GB, Savvio Sas 10k.6GB, 10,000 RPM, St900mm0006;586,96
323;HD Externo Lacie 4TB Rugged Mini, 2.5, Prata - LAC9000633;3.990,00
324;Storage Synology, NAS, Para 8 HDs, Padrão Desktop, Sem HDs - DS1819PLUS;17.639,00
325;HD Externo Seagate 6TB Expansion, 2.5, USB 3.0, Preto - STEB6000403;1.790,00
326;Dock Station KNUP Combo Serve  para HD De Note Ou PC 2 HD Sata, Ide USB, Sata, Preto e Vermelho;197,90
327;Case Para HD Orico Externo, SATA 2.5, USB 3.0, Retrô, Transparente;132,21
328;HD Externo Western Digital 4TB My Passport, 2.5 - WDBPKJ0040BBK-WESN;789,78
329;Hd Seagate Skyhawk, Para Dvr 2TB, 5900RPM, Sata 3 - St2000vx017;522,00
330;Case Para HD Altomex, SATA 2.5, Para Notebook, USB 3.0 - T30;49,90
331;Storage Orico, 2 Baias Magnéticas, USB 3.0, Preto - DS200U3;879,90
332;HD Externo Portátil Seagate 4TB Game Drive, Para PS4, USB 3.0, Preto E Azul - STGD4000400;1.671,10
333;Case Para HD Exbom Slim Ext, 2.5pol , USB 3.0, SATA;53,60
334;Case Externo Para Ssd M.2 Conexão Usb 3.1 Tipo C / Type C Para USB- Cs25-C31.;88,61
335;Case Para Hd 2.5 Externo Hdc-251 Preto Fortrek;47,87
336;Case para HD Externo 3,5 Novo com Ventilador Multi - GA119;192,59
337;Hd 3,5 Polegadas, Westerndigital Red Plus, 4tb, Sata Iii, 256MB, Cache;726,80
338;HD Gamer Interno 18TB Seagate Exos X16, NAS, SATA 6GB, 7200 RPM, 256MB, 512E, 4KN, 3.5 - ST18000NM000J;2.691,15
339;Hd Desktop Seagate Ironwolf Pro 20tb, Nas Sata6 7200rpm 256mb - ST20000NT001;4.096,71
340;Case Disco Rígido Hd Externo 2.5 Usb 3.0 Pc Ps 4 (tipo C);59,30
341;HD Seagate 10TB Servidor Exos X18, SAS, 7200 RPM, 256MB, 12GB/s, 512E, 4KN - ST10000NM013G;2.343,33
342;Porta Hd Pc Notebook Sata 2.5 Usb 2.0;36,90
343;Storage Nas Qnap Ts-h1290fx-7302p-128g-us Amd Epyc 7302p 3,3ghz 128GB Rdimm Ddr4 Ecc Ram 240TB Torre;68.095,20
344;HD Toshiba 600GB Server, SAS, 2.5, 15K, 6G, Hotplug - AL13SXB600N;1.428,21
345;Case HD 3.5 Sata USB 3.0 Preto - Knup;107,90
346;HD Seagate 16TB, NAS, 7200 RPM, Cachê 256MB, SATA 3 - ST16000VN001;6.641,99
347;"Case HD Note, Sata 2.5"", Usb 3.0, Transparente, Knup - Kp-hd012";23,34
348;Storage Qnap, NAS, Para 2 HDs, Padrão Desktop - TS-230;2.492,00
349;HD Seagate 1TB Barracuda, 7200 RPM, 64MB, SATA III - ST1000DM010;378,88
350;"Case Para HD Sata 3.5"" Externo, USB 3.0, Para HD De PC, Dex - DX-3530";144,90
351;Case Para HD Vinik Externo, 2.5, USB-C 3.1, Acrilico - CH250AC;43,90
352;HD Western Digital 14TB Purple PRO, 7200 RPM, Cachê 512MB, 3.5, SATA - WD141PURP;4.699,00
353;HD Interno Western Digital 3TB Red, NAS, SATA 3, 6Gbps - WD30EFAX;750,99
354;HD Externo 4TB ADATA AHV620S-4TU31-CBK;1.143,81
355;Case HD FY, Externo 2.5, USB 2.0, Alumínio, Fast;36,90
356;Case Adaptador Universal 9.5mm - Segundo HD SSD Sata No Notebook - Caddy;24,90
357;HD Western Digital 2TB Purple Surveillance, 5400 RPM, 64MB, 3.5, SATA - WD20PURZ;730,00
358;Case Para HD Note Knup, USB 3.0 - KP-HD003;39,89
359;Case Externo Para HD 2.5'' USB 3.1, Tipo C Type C Preto Toolless Toolfree - Ch25-C31tl;98,10
360;HD Externo Portátil Seagate 4TB Expansion, USB 3.0 - STKP4000400;856,44
361;HD Western Digital 1TB, 7200RPM, Cachê 64MB, 3.5, Sata 3 - WD10EURX;425,00
362;HD Servidor Seagate Exos 7e10 6TB Sas 12GB/s 7200rpm 256MB 512e 4kn 3.5Polegadas - St6000nm020b;1.730,45
363;"Gaveta para HD Sata 3.5"" com Led Indicador e Suporte - 3159U3";305,24
364;HD Western Digital 2TB Purple, SATA - WD20PURX;666,76
365;Storage Synology, NAS, 8 Baias - DS1821+;10.299,00
366;Storage Qnap 8GB, NAS, AMD Ryzen Embedded V1500B, 2.2Ghz, UDIMM DDR4, 12 Baias - TS-1273AU-RP-8G-US;18.619,11
367;Case Para HD Altomex Externo, SATA 2.5, USB 3.0;48,30
368;Cabo USB 3.0, X-cell Para HD Externo, 1.5m - Xc-cd-42;12,90
369;HD Externo Seagate 8TB, 3.5, USB 3.0, Backup Plus, HUB - STEL8000100;2.899,00
370;Case Exbom Gaveta Externa, Para Hd Sata 2.5, Usb 3.0;48,30
371;Gaveta Case HD FY Externa, 2.5pol para Notebook, SATA;31,90
372;SYNOLOGY DS223J NAS COM 2 BAIAS;2.199,00
373;HD Toshiba 500GB, 5400 RPM, Para Notebook - MQ01ABD050V MQ01ACF050;129,59
374;HD Western Digital, 1TB, Sata Iii Wd Blue, 3.5, 7200RPM, Cache 64 Mb/s, 6 Gb/s - Wd10ezex;339,62
375;Hd Seagate Ironwolf Pro 10tb, Nas Sata6 7200rpm, 256mb - ST10000NT001;2.414,19
376;HD 4TB Seagate, 3,5Polegadas, 7200rpm, 24x7 St4000nm0125-exos - 1yz207-004;5.117,50
377;HD Seagate 16TB Interno SkyHawk AI Surveillance, 7200 RPM, 256MB, 3.5, SATA 6 - ST16000VE000;3.674,43
378;HD Externo Portátil Toshiba 1TB Canvio Basics - HDTB410XK3AA;399,00
379;HD Externo Western Digital 1TB Elements SE, 2.5, USB 3.0 - WDBEPK0010BBK;489,00
380;Docking Station Vinik DSM-5C, SSD M.2, HUB Type C, Tipo C 2, USB 3.0, HDMI, Leitor de Cartão SD TF, Power Delivery 100W - DSM-5C;334,66
381;Case para HD Externo 2.5, USB 3.0, Maxprint - 60000018;93,68
382;HD Seagate 8TB Skyhawk AI Surveillance, 7200 RPM, 256MB, SATA 3 - ST8000VE001;1.663,36
383;HD Seagate 4TB SkyHawk Surveillance, 3.5 - ST4000VX007;848,00
384;"Case para HD Externo SATA II 2.5"" USB 2.0 em ABS Exbom, CGHD-20 - Preto";29,90
385;HD 1TB Seagate BarraCuda SATA 3,5? - 5400 RPM ST1000DM010;355,41
386;HD Seagate 20TB Exos X20 Servidor, SAS, 256MB, 12GB/s - ST20000NM002D;3.364,65
387;HD Interno Western Digital 2TB Purple Surveillance, 5400 RPM, SATA III, 6GB/s - WD20PURZ;572,56
388;HD Western Digital 2TB Purple WD20PURX - 0076713-01;799,00
389;Storage Synology 16GB DDR4 DS3622XS+ Diskstation, NAS, Intel Xeon D-1531 2.7Ghz Turbo, ECC, SODIMM, 2xRJ45, 1GbE;29.951,64
390;Case Para HD Altomex, USB 3.0, SATA 2.5, Para Notebook;56,90
391;HD Externo Seagate 1TB Expansion, 2.5, USB 3.0 - STKM1000400;388,00
392;Dock Station Knup, Case Para HD Sata, Pendrive SD, USB 3.0 - Kp-HD820;232,89
393;HD Dell, 600GB, Sas 0tc05p, Tc05p, St600mp0006, 15000u / Min 256mb, Sas-3 2.5 Dell Compellent Scv2020, Scv3020, Sc4020, Sc5020 Sc;1.250,28
394;Case Para HD Knup Externo, 3.5, Para PC, SATA, USB 2.0;134,00
395;HD Seagate 18TB Servidor Exos X20, 7200 RPM, 256MB, 3.5 , SATA, 6GB/s - ST18000NM003D;3.005,09
396;"Case De Gaveta Usb 2.0 Para Hdd 2.5"" Sata Slim Externo";39,90
397;HD Seagate 14TB Skyhawk AI, 7200 RPM, 256MB, 3.5, SATA, Para DRV - ST14000VE0008;2.599,90
398;Dock Station Sata 2.5 E 3.5 Com 4 Entradas Orico - Função Clone Offline - 6648us3-c-v1 - Preto;1.198,90
399;Case Gaveta HD FY, SATA, Externo 2.5, USB, Para Notebook, Em Alumínio;26,20
400;"Case Externo Para HD 2.5"", Alumínio, USB 2.0 - CHDA-100";37,80
401;Case Para HD Altomex Externo, 2.5, SATA I/II/III, USB 3.0;58,90
402;Case para HD Dex Externo, SATA 2.5, Para Notebook, USB 2.0, Preto;26,90
403;HD Seagate 16TB Servidor Exos X16, 7200 RPM, 256MB, 3.5, SATA, 6GB/s - ST16000NM001G;4.508,99
404;HD WD Red 10TB Plus NAS, 3.5', SATA - WD101EFBX;1.898,99
405;HD Toshiba, 500GB, Sata Ill 5400RRPM, 2.5 Polegadas;104,39
406;Case Vention Gaveta HD Externo, Sata SSD, 2.5, USB, 3.0, 5GBPS;101,92
407;HD Externo Seagate 12TB, 3.5, USB 3.0 - STEB12000400;3.624,06
408;Case Para HD Altomex Externo, 2.5 Sata I/II/III, USB 3.0;56,90
409;Case Para HD Externo GA080, Branco - Multi;101,68
410;Storage Synology 4GB DDR4 DS1621+, NAS, AMD Ryzen V1500B, LAN, 6 Baias, ECC, SODIMM, 4XRJ45, 1GbE;9.499,05
411;HD Externo Seagate One Touch, 18TB, USB 3.0 7200rpm - Stlc18000402;4.690,00
412;Case Para HD B-Max, SATA 2.5, HD Ou SSD, USB 3.0, Transmissão 6 Gpbs;44,90
413;HD Seagate 8TB Barracuda, 3.5, SATA - ST8000DM004;1.199,00
414;Case Gaveta USB 3.0 Para Hd Externo 2.5 Polegadas, Preto;94,42
415;Gaveta para HD C3 Tech Ch-300rd Externo, 2.5pol para Notebook, USB, Vermelho;56,30
416;HD Externo LaCie 2TB Rugged, USB-C, Laranja - STFR2000800;899,99
417;Dock Station Orico, SATA 2.5 E 3.5, 2 Entradas, USB 3.0, Função Clone Off-line, Preto -  6629US3-C-V1;398,90
418;Case Para HD Fy Externo, 2.5, Para Notebook, USB 3.0;56,90
419;HD Servidor Western Digital Gold 6tb Sata 6GB/s 7200rpm 256mb, 3.5 Polegadas - WD6003FRYZ-01F0DB0;1.510,23
420;HD Externo Western Digital 4TB Elements SE - WXB2D91OC1KP;720,00
421;HD Seagate 12TB IronWolf, NAS, 7200 RPM, 256MB, SATA 6, Para Servidor;2.223,54
422;Gaveta C3tech Para HD Externo 2.5, USB 3.0 - Ch-310bk;46,75
423;Storage Asustor 2GB DDR4 Drivestor PRO, NAS, Quad Core 1.4Ghz, Realtek RTD1296 - AS3302T;2.504,78
424;Adaptador Exbom Caddy Slim 12.7mm, Para HD Ou SSD 2.5 SATA - HDCA-S127;29,60
425;"Case Externo para SSD HDD SATA 2.5"" Gaveta USB 3.0 até 3TB em Alumínio Escovado com Capa Protetora E330";56,79
426;HD Western Digital  Purple, 2 TB,  Para CFTV, Sata 6 GB/s, 5400 RPM, 256MB - Wd22purz;659,00
427;Bandeja Para HD Asustor, 3.5 e 2.5, Para Storage, Preto - AS-TRAY AS40/52/53;107,70
428;Hd Knup Kp-HD807 Externo 1TB Sata 2.5 USB 3.0 5400rpm Slim;360,04
429;Gaveta C3tech Ch-c300bk, Para HD Externo, 2.5'' USB-C 3.0;82,63
430;Case Para HD Infokit, Dock Station, SATA 3.5 E 2.5, USB 3.0, 5GBPs - ECASE-Z320;140,95
431;Bandeja Fixa 19 1u X 500mm, Ventilador Ilada 4 Pontos;132,93
432;Adaptador Dex Ad-1270 Caddy Dex Box 12.7mm P/ HDs e SSDs;26,90
433;HD Western Digital 6TB Purple, 5640 RPM, 128MB, 3.5, SATA 3 - WD62PURZ;1.934,99
434;Case Para HD FY Externo, Para Notebook, SATA 2.5, USB, Gaveta, Alumínio, Slim;27,90
435;HD Dell Sas 600GB 3.5, 15k.7, 0w347k, 9fn066-150 St3600057ss Nf;1.691,00
436;HD Externo Seagate 10TB Expansion, USB 3.0, Com Fonte - STKP10000400;1.867,35
437;HD Hp, 500GB, Sas, 7.2k, 2.5 Mm0500famyt, 507610-b21, 507609-001, 507610-s21, 508009-001;1.320,00
438;HD Interno Western Digital 12TB Purple PRO, 256MB, SATA III - WD121PURP;2.256,90
439;HD Western Digital 12TB Red, NAS, 7200 RPM, 512MB, 3.5, SATA 6 - WD120EFBX-68B0EN0;1.941,11
440;HD Seagate 16TB Servidor Exos X18, SAS, 7200 RPM, 256MB, 3.5, 12GB/s, 512E, 4KN - ST16000NM005J;2.854,08
441;HD Western Digital 6TB Purple Surveillance, 5400 RPM, 3.5, SATA - WD60PURX;1.487,72
442;Dock Station KP-HD005 KNUP;197,90
443;HD Seagate 1TB BarraCuda, 2.5' para Notebook, SATA - ST1000LM048;399,99
444;Amazon Fire TV Stick 2 Geração, Wifi, Alexa - Preto;340,94
445;Capa Transparente Para HD Externo USB 3.0, Estojo Para HDD/Compartimento 2.5 HD;56,90
446;Case Externo Para HD 3.5'', USB 3.0 Com Chave I/O Tipo C Para Usb Preto - Ch35-Ac3.;194,39
447;HD Western Digital 8TB, SATA - WD82PURZ;2.059,60
448;HD Western Digital, 1TB, Wd Blue, Sata Iii 6GB/s, 7200rpm, Cache 64MB, 3.5 Polegadas - Wd10ezex;327,94
449;Externa Pc Notebook 2.5 Case Hd Sata Gaveta Usb 2.0;36,90
450;Adaptador Bringit, Caddy Dvd, Para Segundo HD Ou SSD, 12.7mm - Ac049;29,00
451;Case Para Hd Externo 5.5 Logo Seagate, Neoprene - Cshd001;22,28
452;HD Seagate, 500GB, 5900RPM, Sata2, Pipeline - St3500312cs;86,00
453;HD Externo Lacie 1TB Rugged Portátil, USB-C, Resistência a Queda, Laranja - STFR1000800;1.259,08
454;HD Seagate 6TB SkyHawk, 5.900 RPM, Cachê 256MB, 3.5, para CFTV - ST6000VX0023;2.022,48
455;HD Seagate 12TB Skyhawk AI Hélio, 7200 RPM, SATA 3;2.418,54
456;Gaveta C3tech Para HD, Ext 2.5, USB 2.0 - Ch-210bk;33,28
457;Adaptador Multi HDD SSD para Notebook, via Baia de 12.7mm, CD DVD GA173;34,90
458;HD Externo Lacie 2TB Rugged Thunderbolt, USB 3.1-C, Clay Orange - STFS2000800;3.399,15
459;HD Externo Seagate 14TB Expansion Desktop, 7200 RPM, USB 3.0 - STKP14000400;2.221,11
460;HD Externo Seagate 16TB Expansion, 3.5, Preto - STEB16000400;6.199,00
461;Bandeja Intelbras Fixa, Para Rack, Bf1u, 400mm;140,59
462;HD Externo Portátil Western Digital 5TB My Passport, USB 3.0, Compatível Com USB 2.0, Preto - WDBPKJ0050BBK-WESN;951,45
463;"Case Externo Para HD 2.5"", USB 3.1, Tipo C, Preto - CH25-C31";86,32
464;HD Seagate 4TB Para Desktop Barracuda, 5400 RPM, 256MB, 3.5, SATA - ST4000DM004;637,23
465;Adaptador Caddy - Converte Baia De Gravador De Notebook Sata Para HD / SSD De 2.5 - 9,5mm;53,09
466;Case Para HD Knup, Para Notebook, USB 3.0 - KP-HD003;39,89
467;Hd Externo Disco Rígido sgat Expansão 1TB -Preto;403,19
468;Case Para HD/SSD Orico, SATA 2.5, USB-C 3.1, Preto - 2526C3;108,91
469;Case Para HD Hoopson, 3.5 - CHD-003;149,31
470;HD Externo Portátil Hikvision 1TB T30 Rubber, USB 3.0, Verde - HS-EHD-T30-STD;349,90
471;HD Externo Portátil Hikvision 1TB T30, 5400 RPM, 2.5, USB 3.0, Azul - HS-EHD-T30-STD/1T/BLUE/OD;439,90
472;Disco Rígido Synology Nas Ds723+ 2 Baias;4.769,10
473;Docking Station Vinik Para HD 2.5pol. E 3.5pol. , Conexão USB 3.0 - Ds-A30;218,50
474;Case Para HD Altomex, SATA 2.5, Para Notebook, USB 3.0;54,30
475;Gaveta Externa Para HD, 3.5, SATA, USB 2.0;184,45
476;Gaveta HD FY Externa, 2.5pol., para Notebook;31,90
477;HD Seagate 2TB Barracuda, 7200 RPM, 256MB, SATA 3 - ST2000DM008;969,90
478;Hd Seagate 20tb Exos 7e10 256mb 512e/4kn St20000nm002d;3.617,99
479;HD Seagate 2TB Skyhawk Surveillance, Cachê 256MB, 3.5, SATA 6GB - ST2000VX015;632,49
480;Capa Protetora Em Silicone Para Hd De Pc 3,5 Comtac 9112;30,43
481;Case Para HD Externo 2.5 Usb 3.0, Preto - Cp25-30 Vinik;48,69
482;Case Para HD FY, SATA 2.5, USB 2.0;36,90
483;HD Externo Seagate 1TB Expansion, USB 3.0;553,00
484;"Case Fy Para HD, Transparente, USB 3.0, Original Transmissão 6GBPS, SATA 2.5"", HHD Ou SSD";47,30
485;Storage Synology NAS DS1621+ 6 Baias;8.799,00
486;Fone De Ouvido Apple Airpods Max,Bluetooth,Pink - mgym3am/a;6.794,47
487;Câmbio Logitech Driving Force Shifter para Volantes G29/G920, Preto;546,73
488;HD Lenovo 1TB ST50 Thinksystem, 7200 RPM, 3.5, SATA 6Gbps, Non-Hot Swap - 4XB7A13554;848,00
489;Case Para HD 3.5 De PC Computador HD, Externo Sata USB 2.0 Sata;134,00
490;SSD M.2 Corsair Mp600 Mini 1TB, Gen4, NVME - (f1000gbmp600mn);1.070,19
491;Case Para HD Knup Externa, SATA 3.5, Para PC, 3.5mm, USB 2.0;134,00
492;HD Dell, 450GB, Sas 3.5 Servidor, 15k.7 6g, 0r749k, R749k, St3450857ss;660,00
493;Case Para HD 2.5 Hoopson, USB 3.0 - CHD-005;43,90
494;HD Nas Wd, 3TB, Red Plus Sata, 6GBPS, 5400RPM, 128MB, 3.5 Polegadas - Wd30efzx;564,38
495;HD Interno Western Digital 1TB Purple, 3.5, Roxo - WD10PURX;414,24
496;Case Para HD Knup, Para Notebook, 2.5, USB 2.0 - KP-HD001;38,94
497;Storage Nas Qnap Tvs-672xt-i3-8g-us Intel Core I3-8100t 3.1 Ghz 8GB Ddr4 Ram 6 Baias Torre S/ Hd;15.960,18
498;Docking Station USB-C, HUB 7 Em 2 Para Macbook Pro, Thunderbolt 3, HDMI 4k, Microsd/sd, Wl-uhp3405m;287,00
499;HD Externo Lacie 4TB Rugged Mini, USB 3.1-C, Clay Orange - STFR4000800;1.558,75
500;HD Toshiba 500GB, Para Notebook, 7.0Mm - Mq01abf050m;116,99
501;HD Externo Portátil Western Digital 2TB Elements, USB 3.0, Preto - BU6Y0020BBK;488,92
502;Case Para Hd Notebook Sata 2,5 Exbom Usb 2.0 - Preto;28,40
503;Storage Nas Asustor Lockerstor 10 Pro As7110t, Intel Xeon E-2224 Quad-Core 3.4GHz, 8GB DDR4 Ecc So-Dimm, 10 Baias;23.297,44
504;Dock Station Motbsid Clonadora, 2 HDs Sata ,Ide, HD, USB, All In One, Preto - 875;169,99
505;HD Externo 16TB WD Elements Desktop Hard Drive, USB 3.0, Antichoque, Preto - WDBWLG0160HBK-NESN;2.269,99
506;HD Seagate 6TB Barracuda, Para PC - ST6000DM003;1.100,00
507;HD Externo Portátil Seagate 2TB STJL2000400 Basic, USB 3.0 - 2URAP1-570;685,46
508;HD Externo Portátil Seagate 2TB Expansion, USB 3.0 - STEA2000400;569,00
509;HD Seagate 3TB Skyhawk Surveillance, 5900 RPM, 256MB, 3.5, SATA III, 6GB/s - ST3000VX009;747,81
510;Case Orico Gaveta Externa, Para Hd 3.5 De Pc E 2.5 De Note, Usb 3.1 Type C - 3521c3;356,13
511;Capa Altomex Case HD Externo USB 3.0 2.5 HD Notebook SATA;49,90
512;HD Externo Seagate 12TB Expansion Desktop, 7200 RPM, USB 3.0 - STKP12000400;2.044,98
513;Case Para HD Externo Exbom Slim Ext ,2.5 pol., USB 3.0, Com Bolsa;56,30
514;Conversor De SSD Ou HD 2.5 Para HD 3.5 - Converte 2 SSDS Ou HDS 2.5 Para HD 3.5 - Akasa Ak-ien-06;227,69
515;HD Seagate 1TB Barracuda, 2.5, SATA, Para Notebook - ST1000LM048;409,65
516;Case Para HD Exbom Externo, SATA 2.5, USB, Alumínio Resistente, Preto;31,90
517;Storage Synology RS820+, NAS, Rackstation, Intel Atom C3538 2.1GHz, 2GB DDR4, 4 Baias, Sem HDs;9.707,78
518;HD Seagate 4TB Barracuda, 5400 RPM, 256MB, 3.5, SATA 3 - ST4000DM004;848,30
519;HD Externo Seagate 10TB Backup Plus, HUB - STEL10000400;2.379,07
520;HD Toshiba 1TB, 5400 RPM, 128MB, SATA 3, Para Notebook - HDWL110UZSVA;521,99
521;Case de HD FY Externo, Para Notebook, Em Alumínio, SATA 2.5, USB;36,90
522;Case Para HD Exbom Externo, SATA 2.5, USB 3.0, Transparente, Slim - ECASE-300;44,90
523;HD Externo Lacie 2TB Rugged, USB-C, Clay Orange - STFR2000800;1.813,66
524;HD Seagate 2TB Externo Game Drive, 2.5IN, para PS4, USB 3.0,  Black - STGD2000100;1.118,69
525;HD Externo WD 1TB, Elements, USB 3.0, Preto - Wdbuzg0010bbk;385,70
526;HD Seagate 16TB Servidor Exos, 7200 RPM, Cachê 256 MB, 3.5, 6GB/s SATA - ST16000NM001G;2.999,00
527;Case De Gaveta USB,Exbom, 3.0 Para HD 2.5 Sata Slim Externo;54,90
528;Case Para HD PDN Externo, Para Notebook, SATA 2.5, USB, Gaveta, Alumínio, Slim;26,90
529;Dock Station Feasso Para HD SSD Sata, 3 USB 3.0, Clone, Com Cooler - FaHD-35;244,17
530;HD Toshiba N300, 16TB, 7200 RPM, NAS, 3.5, SATA - HDWG31GXZSTA;2.399,99
531;Case de HD Altomex, SATA 2.5, Para Notebook, USB 3.0;49,90
532;HD Western Digital 10TB Purple Surveillance, 3.5, SATA - WD102PURZ;2.273,99
533;HD Western Digital 14TB Purple Pro, 7200 RPM, 512MB, 3.5 Polegadas, SATA - WD141PURZ;3.418,10
534;Case Para HD Altomex Externa, Para Notebook, SATA 2.5, USB 3.0, Gaveta;48,90
535;Case Transparente Para HD Sata 2.5'' Hhd Ou SSD, USB 3.0 Transmissão 6 Gpbs;44,90
536;HD Externo Seagate 12TB, USB 3.0 - STEL12000400;3.290,00
537;HD Externo Lacie 4TB D2 Professional, USB 3.0 - STHA4000800;3.203,57
538;HD Externo Toshiba 4TB Canvio Advance, Vermelho - HDTC940XR3CA;1.292,00
539;Ds416 Synology - Nas Storage Com 4 Baias Sem Hd´s;6.624,00
540;Dock Station Anker 563, USB-C, 10 Em 1;2.298,90
541;HD Western Digital 500GB WD Black, 2.5p, 7200 RPM, Para Notebook - Wd500lplx;444,24
542;Disco Rígido Interno WD Black 2TB Performance, Classe 7200RPM, SATA 6GB/s, 64MB Cache, 3.5 Polegadas - Wd2003fzex;1.314,87
543;Hd Hgst 600GB, Sas 2,5 10k - Huc109060css600 Pn 0b26071;830,50
544;Hd Hpe 300GB, 10k Sas Dp 2.5 Polegadas - 493083-001;1.139,00
