ID;Descrição;Preço em R$
179;Memória Corsair Vengeance 32GB (2x16GB), 2666MHz, DDR4, C18, para Notebook, Preto - CMSX32GX4M2A2666C18;529,99
180;Memória Lexar Ares, RGB, 8GB, DDR4, 3600MHz, CL18, Preto - LD4BU008G-R3600GSLA;165,99
181;Memória Kingston Fury Beast, 32GB, 3600MHz, DDR4, CL18, Preto - KF436C18BB/32;599,99
182;Memória Corsair Vengeance para AMD, RGB, 64GB (2x32GB), 5200MHz, DDR5, C40, Preto - CMH64GX5M2B5200C40;1.349,99
183;Memória Para Notebook Kingston 8GB, DDR4, 2400mhz, Cl17 - Kvr24s17s8/8;129,25
184;Memória RAM Gamer, 8GB, 1600MHz, DDR3, Para Pc - PC3-12800;118,21
185;Memória Kingston Fury Beast para Intel XMP, 32GB (2x16GB), 5600MHz, DDR5, CL40, Preto - KF556C40BBK2-32;949,99
186;Memória Corsair Vengeance Performance, 32GB, 3200MHz, DDR4, CL22 - CMSX32GX4M1A3200C22;499,99
187;Memória Corsair Value Select 4GB, 1600MHz, DDR3L, CL11, para Notebook - CMSO4GX3M1C1600C11;119,99
188;Memória Kingston Fury Impact, 32GB (2x 16GB), 4800MHz, DDR5, CL38, Para Notebook - KF548S38IBK2-32;899,99
189;Memória Corsair Vengeance 4GB, 2400MHz, DDR4, CL16, para Notebook - CMSX4GX4M1A2400C16;109,99
190;Memória Kingston Fury Renegade, 16GB, 3600MHz, DDR4, CL16, Preto - KF436C16RB1/16;339,99
191;Memória Kingston Fury Impact, 16GB, 2666MHz, DDR4, CL15, para Notebook - KF426S15IB1/16R;279,99
192;Memória Crucial, 8GB, 3200MHz, DDR4, CL22 - CT8G4DFRA32A;144,50
193;Memória Kingston Fury, 16GB, 2666MHz, DDR4 - KF426C16BB1/16;310,00
194;Memória DDR4 Redragon Rage, 16GB, 3200MHz, CL16, Red, Gm-702;237,15
195;Memória XPG Lancer, 32GB (2x16GB), DDR5, 5200MHz, CL38, Preto - AX5U5200C3816G-DCLABK;949,99
196;Memória Kingston Impact, 16GB, 3200MHz, DDR4, Para Notebook - KF432S20IB/16;272,00
197;Memória Corsair Vengeance para AMD, 64GB (2x32GB), 5600MHz, DDR5, C40, Preto - CMK64GX5M2B5600Z40;1.499,99
198;Memória Corsair Value Select 16GB (2x8GB), 2133MHz, DDR4, C15, para Notebook - CMSO16GX4M2A2133C15;269,99
199;Memória Kingston Fury Beast, RGB, 16GB, 5600MHz, DDR5, CL36, Branco - KF556C36BWEA-16;539,99
