ID;Descrição;Preço em R$
84;SSD 512 GB Kingston KC600, SATA, Leitura: 550MB/s e Gravação: 520MB/s - SKC600/512G;349,99
85;SSD 500GB Bx500 Sata 3 Ct500bx500ssd1 Crucial.;299,78
86;SSD Redragon 480Gb SATA 2.5, Leitura 550MB/s e Gravação 470MB/s, Preto - GD-303;179,99
87;SSD 1TB SanDisk Extreme, M.2 PCle, NVMe, Leitura 5150MB/s e Gravação acima de 4900mb/S - SDSSDX3N-1T00-G26;499,99
88;SSD 1 TB Corsair Force MP600 PRO XT, M.2 PCIe, NVMe, Leitura: 7100MB/s e Gravação: 5800MB/s - CSSD-F1000GBMP600PXT;639,99
89;SSD Kingston 480GB A400, SATA, Leitura 500MB/s E Gravação 450MB/s - SA400S37/480G;200,26
90;SSD 250GB SanDisk Plus NVMe, M.2, PCle, Gen3,  Leitura 3.000 e Gravação acima de 3.000 - SDSSDA3N-250G-G26;169,99
91;SSD 2 TB WD Green, SATA, Leitura: 545 MB/s e Gravação: 460MB/s - WDS200T2G0A;749,99
92;SSD WD Green 240GB Sata, Leitura 545mb/s, Gravação 430mb/s - Wds240g2g0a;159,90
93;SSD Externo 1 TB Kingston XS2000, Leitura: 2.000 MB/s e Gravação: 2000MB/s - SXS2000/1000G;679,99
94;SSD 500 GB WD Red SA500 NAS, SATA, Leitura: 560MB/s e Gravação: 530MB/s - WDS500G1R0A;459,99
95;SSD Husky Gaming Storm, 512GB, M.2 PCIe 4.0 Gen4, NVMe, Leitura: 7100MB/s e Gravação: 2700MB/s - HGML044;279,99
96;"Ssd 480gb Kingston A400, Leitura 500mb/s, Gravação 450mb/s, Sata Iii 6gb/s, 2.5"" - Sa400s37/480gb";202,42
97;SSD Hikvision C100 240GB, SATA, Leitura  550MB/s, Gravação 450MB/s - Hs-ssd-c100/240g;111,95
98;SSD Acer 240GB Sa100, Sata III 6.0GB/s, De 2.5 Polegadas - Bl.9bwwa.102;399,00
99;SSD Externo Portátil SanDisk Extreme PRO V2, 1TB, USB 3.1, Leitura: 2.000 MB/s, Gravação: 2.000 MB/s, Preto e Laranja - SDSSDE81-1T00-G25;899,99
100;SSD 2 TB Corsair Force MP600 PRO LPX, M.2 PCIe, NVMe, Leitura: 7100MB/s e Gravação: 6800MB/s - CSSD-F2000GBMP600PLP;999,99
101;SSD 1 TB WD Red SA500 NAS, SATA, Leitura: 560MB/s e Gravação: 530MB/s - WDS100T1R0A;779,99
102;SSD Sata 500GB Crucial Bx500 - Ct500bx500SSD1;217,29
103;SSD 1 TB Kingston KC600, SATA, Leitura: 550MB/s e Gravação: 520MB/s - SKC600/1024G;619,99
104;"SSD 250 GB Samsung 870 EVO Series, 2.5"", SATA III, Leitura: 560MB/s e Gravação: 530MB/s, Preto - MZ-77E250B/AM";229,99
105;SSD 1TB KBM! Gaming, M.2 NVMe, PCIe, Leitura 2400 MB/s, Gravação 1800 MB/s - KGSSD300100;369,99
106;SSD Gigabyte Gen3 2500E 500GB, PCIe 3.0x4, NVMe1.3, Leitura: 2300MB/s e Gravação:1500MB/s - G325E500G;229,99
107;SSD 500GB WD Blue SN570, M.2 2280, NVMe, Leitura: 3500MB/s e Gravação: 2300MB/s, Azul - WDS500G3B0C;299,99
108;SSD 2 TB Kingston KC3000, M.2 2280 PCIe, NVMe, Leitura: 7000MB/s e Gravação: 7000MB/s - SKC3000D/2048G;999,99
109;SSD Kingston A400 240GB, SATA, 6GBps, Leitura 500MB/s E Gravação 350MB/s - Sa400s37/240g;158,65
110;SSD 1TB Corsair MP600 PRO LPX, PCIe Gen 4.0 x4 NVMe M.2, Leitura: 7100MB/s e Gravação: 5800MB/s, Branco - CSSD-F1000GBMP600PLPW;599,99
111;SSD Kingston KC3000 4TB, M.2 2280 PCIe, NVMe, Leituras 7.000MB/s, Gravação 7.000MB/s - SKC3000D/4096G;2.399,99
112;Drive SSD Sata3 2.5 Crucial, 240GB - CT240BX500SSD1;181,00
113;SSD 1 TB WD Blue, SATA, Leitura: 560MB/s e Gravação: 520MB/s - WDS100T3B0A;439,99
114;Case Adaptador Ugreen SSD M.2 NVME USB 3.1 Tipo C 10GB;218,81
115;SSD 2 TB WD Black SN770, M.2, PCIe Gen4x4, NVMe, Leitura: 5150MB/s e Gravação: 4850MB/s - WDS200T3X0E;879,99
116;SSD Western Digital 1TB Green, 2.5p, SATA 3 - Wds100t3g0a;364,44
