ID;Descrição;Preço em R$
79;Fonte Redragon RGPS, 400W, 80 Plus White, PFC Ativo - GC-PS012;207,00
80;Fonte Vinik Slim SFX, 230W Real, Bivolt, Para Gabinete, Corp - VFS230;122,62
81;Fonte Cooler Master Elite Nex W600, 600W, 80 Plus White, PFC Ativo, com cabo, Preto -  MPW-6001-ACAW-BB1;412,99
82;Fonte K-Mex PP-200RNG, 200W Real - PP200RNG0010B0X;107,91
83;Fonte Brazil PC ATX, 500W Real, 24 Pinos, Bivolt, Com Cabo - Bpc/5330;115,17
84;Fonte Cooler Master Elite Nex White 500, 500W, 80 Plus White, PFC Ativo, com cabo, Preto - MPW-5001-ACAW-BB1;389,99
85;Fonte XPG Pylon, 750W, 80 Plus Bronze;449,90
86;Fonte Tronos Gamer ATX, 500W Real, PFC Ativo, Bivolt, 24 Pinos - TRS/500PFCA;150,32
87;Fonte Gigabyte GP-P550B, 550W, 80 Plus Bronze - 28200-P550B-1;302,90
88;Fonte GAMDIAS Kratos E1, 500W, 110/220V Chaveada, LED RGB, Sem Cabo - GD-Z500ZZZ;199,90
89;Fonte Hoopson ATX, 230W - FNT-230;75,90
90;Fonte Ubiquiti Poe Para U6-lr/u6-pro 802.3at - U-poe-at;164,35
91;Fonte Duex 600fse++ 600w 80+ Bronze Pfc Ativo, Full Modular;278,26
92;Fonte BRX Rainbow, 650W, 80 Plus, PFC Ativo, Bivolt, RGB, RGB-650W;238,00
93;Fonte ATX Gamemax Gx600, 600W, 80 Plus Gold, Pfc Ativo, Black - Gx600wbkpss7710br;359,90
94;Fonte Xpg 650w, Pylon 80 Plus, Bronze PFC - Ativo;340,90
95;Fonte Cooler Master ATX, 800W Real, 80 Plus Gold, MPW-8001-ACAAG-WO;822,91
96;Fonte Vinik Slim TFX, 230W, Real, Bivolt, Com Cabo, Para Gabinete - VFT230;136,57
97;Fonte Gamer Aerocool ATX KCAS, 700W, Sem Cabo, Preto - EN53381;326,03
98;Fonte ASUS ROG Thor 1600T, 1600W, 80 Plus Titanium, Modular, PFC Ativo, sem cabo, Preto - 90YE00K0-B0BA00;4.839,99
99;Fonte Cougar Atlas, 750W, 80 Plus Bronze, Pfc Ativo - 31at075003p01;469,00
100;Fonte DEX ATX Gamer, 500W Real, Bivolt, Silenciosa, Para PC, 24 Pinos;145,51
101;Fonte, Aerocool, KCAS, 800W, 80 Plus Bronze, não-modular, PFC Ativo, bivolt automática, sem LED/RGB, com cabo;404,91
102;Fonte Redragon RGPS, 700W, Full Modular, Bivolt, FAN 140mm - GC-PS005;470,87
103;Fonte Pcyes Electro V2, 750W, 80 Plus Bronze, PFC Ativo, Rev.2;484,97
104;Fonte Safegamer, 550W, Full Modular, PFC Ativo;225,90
105;Fonte Bright FT005, 1000W, Modular, sem cabo, Preto e Amarelo - FT005;499,99
106;Fonte Brazil PC Gamer ATX, 500W, 80 Plus Bronze, PFC Ativo - BPC/500;219,65
107;Fonte 600w 80 Plus, Bronze Cougar Atlas, Pfc Ativo, Preto - Cgr Ba-600;347,25
108;Fonte Tronos Gamer ATX, 750W, Bivolt, 24 Pinos - TRS/7400-B;163,29
109;Fonte ATX Gamemax Gx800, 800W, 80 Plus Gold, Pfc Ativo, Black - Gx800wbkpss7710br;558,32
110;Fonte Gigabyte GP-P450B, 450W, 80 Plus Bronze - 28200-P450B-1BRR;269,10
111;Fonte Corsair 450w 80 Plus Bronze Atx Cv450 Preto Cp-9020209-br;479,90
112;Fonte Automática Brx ATX, 650w, Preto/amarelo;155,56
113;Fonte Cougar Atlas, 650w, 80 Plus Bronze, Pfc Ativo, 31at065001p01;354,52
114;Fonte Gamemax Gx650, 650W, 80 Plus Gold, Full Modular, Pfc Ativo - Gx650mbkv1s7710br;473,78
115;Fonte Cooler Master ATX MWE 650 White V2, 650W, Com Cabo, Para PC, MPE-6501-ACAAW-BR;542,40
116;Fonte De Alimentação Pcyes Schocker 500w, 80 Plus, White, Pfc Ativo, Com Cabo;239,31
117;Fonte Neologic Gamer, 600w, 80 Plus Bronze, Apfc, Com cabo - Nl-600;269,33
118;Fonte ATX Brazilpc, 230W Real, Bpc-230v1.2, O&m C/cabo;53,10
119;Fonte Brazilpc 500W Real, 80plus Bronze, 24 Pinos, ATX;200,52
120;Fonte Maximus Real, 650w, Revenger, 80plus;284,05
121;Fonte Cowboy Gamer ATX, 700W - CB-201;222,47
122;Fonte De Alimentação Bluecase Atx Box, 350W, C/ Cabo - Blu350-Eps3;105,36
123;Fonte C3Tech ATX, 200W, Sem Cabo, PS-200V3;69,99
124;Fonte Multi, 350W - GA350;219,90
125;Fonte Multi, 200W Real, Bivolt Manual - GA039;69,90
126;Fonte Vinik Dash Gamer, 350W, 110-230V, Preto - VFG350W P;123,90
127;Fonte Cooler Master Gx750, 750W, 80 Plus Gold, Full Modular, PFC Ativo, Preto - Mpe-7501-Afaag;861,29
