ID;Descrição;Preço em R$
104;Processador Amd Ryzen 5 5600gt, 4.6GHZ, 19MB Cache, AM4, Wraith Stealth - 100-100001488box;970,88
105;Processador Intel Core I9-12900K 12ª Geração, 3.2GHz (5.2GHz Max Turbo), Cache 30MB, Octa Core, 24 Threads, LGA 1700, Vídeo Integrado - BX8071512900K;2.880,43
106;Processador Intel Core I5-10400F, 2.90GHz (4.3GHz Turbo), Hexa Core, Cache 12MB, LGA 1200 - BX8070110400F;676,52
107;Processador Intel Core I3-12100, 3.3GHz - 4.3GHz, Cache 12MB, LGA 1700 - BX8071512100;789,90
108;Processador Intel Core I5 14600kf 14 Geração, 3.5 Ghz (5.3 Ghz Turbo), Cache 24MP, LGA1700 - Bx8071514600kf;2.127,12
109;Processador Intel Core i5-14600K, 14ª Geração, 5.3 GHz Max Turbo, Cache 24MB, 14 Núcleos, 20 Threads, LGA1700 - BX8071514600K;2.199,99
110;Processador Intel Core i9-12900F, Cache 30MB, 2.4GHz (5.1GHz Max Turbo), LGA 1700 - BX8071512900F;2.649,99
111;Processador Intel I3-12100F, 3.3GHz, Cache 12MB, Quad Core, 8 Threads, LGA 1700 - BX8071512100F;623,05
112;Processador Intel Core I5, 3.30GHz, Quad Core, 4 Threads, HD Graphics 4600, OEM;161,05
113;Processador Intel Core I5 4590, 3.7GHz, Cache 6MB, 1150, Sem Cooler;166,00
114;Processador Intel Core I7-10700f, Cache 16MB, 2.9ghz, 4.8ghz Max Turbo, LGA 1200;1.575,00
115;Processador Intel Core I7-11700 11ª Geração, 2.5GHz (4.9GHz Turbo), Cachê 16MB, LGA 1200 - BX8070811700;2.869,90
116;Processador Intel Core i9-12900K, 3.2GHz (5.2GHz Max Turbo), Cache 30MB, 16 Núcleos, 24 Threads, LGA 1700, Vídeo Integrado - BX8071512900K;2.849,99
117;Processador AMD Ryzen R9 5950X, 3.4GHz, Cache 64MB, Hexa Core, 32 Threads, AM4 - 100-000000059;4.033,01
118;Processador Intel Celeron G5905, 10ª Geração, 3.50GHz, Cache 4MB, Dual Core, 2 Threads, LGA 1200, Intel UHD Graphics 610 - BX80701G5905;233,10
119;Processador Intel Core I3-12100, 3.30GHz, Cache 12MB, LGA 1700;810,20
120;Processador AMD Ryzen 9 7900, 3.7GHz (5.4GHz Max Turbo), Cache 64MB, 12 Cores, 24 Threads, AM5, Wraith Prism - 100-100000590BOX;2.623,75
121;Processador Intel Core i7-11700F 11ª Geração, 2.5 GHz (4.8GHz Turbo), Cache 16MB, Octa Core, 16 Threads, LGA1200 - BX8070811700F;1.459,99
122;Processador Intel Core I7-4790 Processor, 3.6 GHZ, 8 MB, Smart Cache (g4);422,38
123;Processador Intel I7-8700 / 4,6ghz / 12mb Cache / Fclga1151;999,00
124;Processador Intel Core i3-13100F, 4.5GHz Max Turbo, Cache 12MB, 4 Núcleos, 8 Threads, LGA 1700 - BX8071513100F;679,99
125;Processador Intel Core I7-12700K, 3.6GHz (5.0GHz Max Turbo), Cache 25MB, LGA 1700 - BX8071512700K;2.347,56
126;Processador Amd Ryzen 7 8700g, 4.2GHZ (5.1GHZ MAX), Cache 24MB, AM5, Sem Cooler - 100-100001236box;2.369,90
127;Processador Intel Core I7 4770, 3.40ghz 8MB - Lga 1150 - 4ª Geração Oem;420,05
128;Processador Intel Core I7-10700, 2.90GHz (4.8GHz Turbo), Cache 16MB, LGA 1200 - BX8070110700;1.856,02
129;Processador Intel I3-7100, 3.70ghz, 3mb Cache, Fclga1151;219,00
130;Processador Intel Core I7-6700, 3.40GHz, Quad Core, 8 Threads, OEM;712,21
131;Processador Intel Core I5 14600k 14 Geração, 3.5 Ghz (5.3 Ghz Turbo), Cache, 24MB, LGA1700 - Bx8071514600k;2.243,61
132;Processador Intel Core I5 3470, 2.9GHZ (3.6ghz Turbo), 4 cores, 4 threads, LGA 1155 Oem;288,00
